CSsig	SBSsig	Spearman	pVal	pAdj
CX1	SBS37	0.005454	0.8123	0.883627906976744
CX1	SBS38	-0.1134	7.26e-07	3.71066666666667e-06
CX1	SBS39	0.02991	0.1928	0.27715
CX1	SBS40	0.01646	0.4734	0.622182857142857
CX1	SBS41	-0.03427	0.1356	0.231022222222222
CX1	SBS42	NA	NA	NA
CX1	SBS43	NA	NA	NA
CX1	SBS44	0.05133	0.02533	0.0832271428571428
CX1	SBS45	0.03078	0.1801	0.267245161290323
CX1	SBS46	NA	NA	NA
CX1	SBS47	NA	NA	NA
CX1	SBS48	NA	NA	NA
CX1	SBS49	NA	NA	NA
CX1	SBS50	NA	NA	NA
CX1	SBS51	NA	NA	NA
CX1	SBS52	NA	NA	NA
CX1	SBS53	NA	NA	NA
CX1	SBS54	NA	NA	NA
CX1	SBS55	NA	NA	NA
CX1	SBS56	0.01445	0.5293	0.655863157894737
CX1	SBS57	NA	NA	NA
CX1	SBS58	-0.03442	0.1338	0.231022222222222
CX1	SBS59	NA	NA	NA
CX1	SBS60	NA	NA	NA
CX2	SBS1	0.05136	0.02524	0.0967533333333333
CX2	SBS2	0.1671	2.382e-13	5.4786e-12
CX2	SBS3	0.1607	1.877e-12	2.87806666666667e-11
CX2	SBS4	-0.01955	0.3945	0.595625806451613
CX2	SBS5	-0.1201	1.55e-07	1.7825e-06
CX2	SBS6	-0.01947	0.3965	0.595625806451613
CX2	SBS7a	-0.007381	0.7479	0.819128571428572
CX2	SBS7b	-0.005474	0.8116	0.8315
CX2	SBS7c	-0.0115	0.6166	0.75693
CX2	SBS7d	-0.004886	0.8315	0.8315
CX2	SBS8	0.01809	0.4308	0.613423529411765
CX2	SBS9	-0.0694	0.002484	0.014283
CX2	SBS10a	-0.03833	0.09507	0.221375
CX2	SBS10b	-0.03833	0.09507	0.221375
CX2	SBS11	-0.02371	0.3018	0.555312
CX2	SBS12	-0.08298	0.0002956	0.00194251428571429
CX2	SBS13	0.1886	1.191e-16	5.4786e-15
CX2	SBS14	0.02612	0.2554	0.489516666666667
CX2	SBS15	-0.009022	0.6945	0.77919512195122
CX2	SBS16	-0.03819	0.09625	0.221375
CX2	SBS17a	0.03925	0.08734	0.221375
CX2	SBS17b	0.03424	0.1359	0.284154545454545
CX2	SBS18	0.06035	0.008537	0.0357001818181818
CX2	SBS19	-0.04109	0.07352	0.21689
CX2	SBS20	-0.02114	0.3573	0.586992857142857
CX2	SBS21	0.03536	0.1236	0.270742857142857
CX2	SBS22	-0.01927	0.4014	0.595625806451613
CX2	SBS23	NA	NA	NA
CX2	SBS24	-0.02218	0.3341	0.569207407407407
CX2	SBS25	NA	NA	NA
CX2	SBS26	-0.005374	0.815	0.8315
CX2	SBS27	NA	NA	NA
CX2	SBS28	-0.01448	0.5283	0.67505
CX2	SBS29	-0.05013	0.02897	0.102509230769231
CX2	SBS30	-0.04082	0.07544	0.21689
CX2	SBS31	NA	NA	NA
CX2	SBS32	0.01096	0.6332	0.75693
CX2	SBS33	-0.005322	0.8168	0.8315
CX2	SBS34	-0.06621	0.003903	0.0195316
CX2	SBS35	-0.02285	0.3198	0.5658
CX2	SBS36	-0.09086	7.364e-05	0.000564573333333333
CX2	SBS37	-0.02704	0.2391	0.4782
CX2	SBS38	0.1073	2.816e-06	2.59072e-05
CX2	SBS39	-0.0656	0.004246	0.0195316
CX2	SBS40	0.01046	0.6487	0.75693
CX2	SBS41	0.01722	0.4534	0.613423529411765
CX2	SBS42	NA	NA	NA
CX2	SBS43	NA	NA	NA
CX2	SBS44	-0.01731	0.4511	0.613423529411765
CX2	SBS45	-0.01538	0.5032	0.661348571428571
CX2	SBS46	NA	NA	NA
CX2	SBS47	NA	NA	NA
CX2	SBS48	NA	NA	NA
CX2	SBS49	NA	NA	NA
CX2	SBS50	NA	NA	NA
CX2	SBS51	NA	NA	NA
CX2	SBS52	NA	NA	NA
CX2	SBS53	NA	NA	NA
CX2	SBS54	NA	NA	NA
CX2	SBS55	NA	NA	NA
CX2	SBS56	-0.0425	0.06414	0.210745714285714
CX2	SBS57	NA	NA	NA
CX2	SBS58	0.01016	0.6582	0.75693
CX2	SBS59	NA	NA	NA
CX2	SBS60	NA	NA	NA
CX3	SBS1	-0.1146	5.564e-07	3.1993e-06
CX3	SBS2	0.211	1.548e-20	1.7802e-19
CX3	SBS3	0.3184	5.449e-46	2.50654e-44
CX3	SBS4	0.04032	0.07908	0.23506
CX3	SBS5	-0.2488	3.502e-28	5.36973333333333e-27
CX3	SBS6	-0.01819	0.4282	0.579329411764706
CX3	SBS7a	0.007439	0.746	0.817047619047619
CX3	SBS7b	0.008278	0.7186	0.806234146341464
CX3	SBS7c	-0.00253	0.9123	0.932573333333333
CX3	SBS7d	0.008636	0.7069	0.806234146341464
CX3	SBS8	0.02791	0.2243	0.368492857142857
CX3	SBS9	-0.04189	0.06808	0.228915714285714
CX3	SBS10a	-0.03768	0.1008	0.23506
CX3	SBS10b	-0.03768	0.1008	0.23506
CX3	SBS11	-0.03361	0.1433	0.299627272727273
CX3	SBS12	-0.143	3.93e-10	3.6156e-09
CX3	SBS13	0.2583	2.652e-30	6.0996e-29
CX3	SBS14	-0.01002	0.6626	0.794148717948718
CX3	SBS15	-0.02442	0.2876	0.440986666666667
CX3	SBS16	-0.03753	0.1022	0.23506
CX3	SBS17a	0.1293	1.557e-08	1.02317142857143e-07
CX3	SBS17b	0.1332	5.701e-09	4.37076666666667e-08
CX3	SBS18	0.02742	0.2325	0.368793103448276
CX3	SBS19	-0.02357	0.3046	0.451987096774194
CX3	SBS20	0.03922	0.0876	0.23506
CX3	SBS21	-0.0291	0.2051	0.368492857142857
CX3	SBS22	-0.02827	0.2183	0.368492857142857
CX3	SBS23	NA	NA	NA
CX3	SBS24	-0.01123	0.625	0.777027027027027
CX3	SBS25	NA	NA	NA
CX3	SBS26	-0.02177	0.3431	0.49320625
CX3	SBS27	NA	NA	NA
CX3	SBS28	0.009684	0.6733	0.794148717948718
CX3	SBS29	-0.1034	6.367e-06	3.25424444444444e-05
CX3	SBS30	-0.04165	0.06967	0.228915714285714
CX3	SBS31	NA	NA	NA
CX3	SBS32	-0.0003176	0.989	0.989
CX3	SBS33	-0.005019	0.827	0.884697674418604
CX3	SBS34	-0.03566	0.1204	0.263733333333333
CX3	SBS35	-0.03044	0.1849	0.354391666666667
CX3	SBS36	-0.04299	0.06113	0.228915714285714
CX3	SBS37	-0.01168	0.6112	0.777027027027027
CX3	SBS38	0.03095	0.1778	0.354391666666667
CX3	SBS39	-0.03867	0.0921	0.23506
CX3	SBS40	-0.02045	0.3732	0.520218181818182
CX3	SBS41	0.05052	0.02773	0.127558
CX3	SBS42	NA	NA	NA
CX3	SBS43	NA	NA	NA
CX3	SBS44	-0.04321	0.05984	0.228915714285714
CX3	SBS45	-0.01247	0.5871	0.771617142857143
CX3	SBS46	NA	NA	NA
CX3	SBS47	NA	NA	NA
CX3	SBS48	NA	NA	NA
CX3	SBS49	NA	NA	NA
CX3	SBS50	NA	NA	NA
CX3	SBS51	NA	NA	NA
CX3	SBS52	NA	NA	NA
CX3	SBS53	NA	NA	NA
CX3	SBS54	NA	NA	NA
CX3	SBS55	NA	NA	NA
CX3	SBS56	-0.003462	0.8802	0.920209090909091
CX3	SBS57	NA	NA	NA
CX3	SBS58	0.02806	0.2218	0.368492857142857
CX3	SBS59	NA	NA	NA
CX3	SBS60	NA	NA	NA
CX4	SBS1	-0.1156	4.423e-07	6.78193333333333e-06
CX4	SBS2	0.1598	2.48e-12	5.704e-11
CX4	SBS3	0.02241	0.3292	0.609224
CX4	SBS4	0.03799	0.09803	0.450938
CX4	SBS5	-0.05107	0.02607	0.1499025
CX4	SBS6	0.003794	0.8688	0.908290909090909
CX4	SBS7a	0.03233	0.1592	0.523085714285714
CX4	SBS7b	0.03295	0.1514	0.523085714285714
CX4	SBS7c	0.02415	0.293	0.609224
CX4	SBS7d	0.03309	0.1495	0.523085714285714
CX4	SBS8	0.005377	0.8149	0.871753488372093
CX4	SBS9	0.01127	0.6237	0.760694736842105
CX4	SBS10a	-0.0168	0.4645	0.662260606060606
CX4	SBS10b	-0.0168	0.4645	0.662260606060606
CX4	SBS11	0.03445	0.1335	0.523085714285714
CX4	SBS12	-0.02936	0.2011	0.5810375
CX4	SBS13	0.1654	4.165e-13	1.9159e-11
CX4	SBS14	-0.02242	0.3289	0.609224
CX4	SBS15	-0.04143	0.07112	0.363502222222222
CX4	SBS16	-0.02392	0.2977	0.609224
CX4	SBS17a	0.07083	0.002016	0.0185472
CX4	SBS17b	0.07356	0.001341	0.0154215
CX4	SBS18	0.02483	0.2796	0.609224
CX4	SBS19	-0.02668	0.2454	0.609224
CX4	SBS20	0.02725	0.2354	0.609224
CX4	SBS21	-0.002053	0.9288	0.9288
CX4	SBS22	0.01213	0.5974	0.760694736842105
CX4	SBS23	NA	NA	NA
CX4	SBS24	-0.01782	0.4379	0.662260606060606
CX4	SBS25	NA	NA	NA
CX4	SBS26	-0.006128	0.7896	0.8648
CX4	SBS27	NA	NA	NA
CX4	SBS28	0.01654	0.4715	0.662260606060606
CX4	SBS29	-0.06023	0.008674	0.0665006666666667
CX4	SBS30	0.002316	0.9197	0.9288
CX4	SBS31	NA	NA	NA
CX4	SBS32	-0.007471	0.745	0.835853658536585
CX4	SBS33	-0.02929	0.2021	0.5810375
CX4	SBS34	0.008219	0.7205	0.828575
CX4	SBS35	-0.01746	0.447	0.662260606060606
CX4	SBS36	-0.01137	0.6207	0.760694736842105
CX4	SBS37	0.05491	0.01674	0.110005714285714
CX4	SBS38	0.009172	0.6897	0.813492307692308
CX4	SBS39	-0.02019	0.3793	0.662260606060606
CX4	SBS40	-0.02232	0.3311	0.609224
CX4	SBS41	0.02342	0.3079	0.609224
CX4	SBS42	NA	NA	NA
CX4	SBS43	NA	NA	NA
CX4	SBS44	-0.01112	0.6284	0.760694736842105
CX4	SBS45	-0.01678	0.4649	0.662260606060606
CX4	SBS46	NA	NA	NA
CX4	SBS47	NA	NA	NA
CX4	SBS48	NA	NA	NA
CX4	SBS49	NA	NA	NA
CX4	SBS50	NA	NA	NA
CX4	SBS51	NA	NA	NA
CX4	SBS52	NA	NA	NA
CX4	SBS53	NA	NA	NA
CX4	SBS54	NA	NA	NA
CX4	SBS55	NA	NA	NA
CX4	SBS56	0.01231	0.5919	0.760694736842105
CX4	SBS57	NA	NA	NA
CX4	SBS58	-0.0164	0.4751	0.662260606060606
CX4	SBS59	NA	NA	NA
CX4	SBS60	NA	NA	NA
CX5	SBS1	0.007997	0.7277	0.850251162790698
CX5	SBS2	0.2905	3.146e-38	7.2358e-37
CX5	SBS3	0.1662	3.199e-13	3.67885e-12
CX5	SBS4	0.01182	0.6069	0.755145945945946
CX5	SBS5	-0.1441	2.838e-10	2.61096e-09
CX5	SBS6	-0.03524	0.1249	0.28727
CX5	SBS7a	0.0147	0.5221	0.706370588235294
CX5	SBS7b	0.01633	0.4771	0.665048484848485
CX5	SBS7c	0.002687	0.9069	0.913
CX5	SBS7d	0.01781	0.438	0.649935483870968
CX5	SBS8	0.03299	0.1507	0.315727272727273
CX5	SBS9	-0.02843	0.2157	0.413425
CX5	SBS10a	-0.03617	0.1152	0.280115789473684
CX5	SBS10b	-0.03617	0.1152	0.280115789473684
CX5	SBS11	-0.01907	0.4065	0.6233
CX5	SBS12	-0.174	2.312e-14	3.54506666666667e-13
CX5	SBS13	0.3169	1.578e-45	7.2588e-44
CX5	SBS14	0.005975	0.7948	0.850251162790698
CX5	SBS15	-0.02633	0.2516	0.428651851851852
CX5	SBS16	-0.09833	1.774e-05	8.1604e-05
CX5	SBS17a	0.1004	1.175e-05	6.75625e-05
CX5	SBS17b	0.09945	1.422e-05	7.268e-05
CX5	SBS18	0.08114	0.0004025	0.00168318181818182
CX5	SBS19	-0.04838	0.03508	0.124129230769231
CX5	SBS20	0.01671	0.4669	0.665048484848485
CX5	SBS21	0.008643	0.7067	0.850251162790698
CX5	SBS22	-0.04387	0.056	0.184
CX5	SBS23	NA	NA	NA
CX5	SBS24	-0.002509	0.913	0.913
CX5	SBS25	NA	NA	NA
CX5	SBS26	-0.02398	0.2963	0.486778571428571
CX5	SBS27	NA	NA	NA
CX5	SBS28	0.006357	0.782	0.850251162790698
CX5	SBS29	-0.1239	6.054e-08	4.6414e-07
CX5	SBS30	-0.04076	0.07585	0.232606666666667
CX5	SBS31	NA	NA	NA
CX5	SBS32	0.0118	0.6074	0.755145945945946
CX5	SBS33	-0.02712	0.2376	0.420369230769231
CX5	SBS34	-0.03298	0.151	0.315727272727273
CX5	SBS35	-0.03753	0.1022	0.280115789473684
CX5	SBS36	-0.06766	0.003185	0.0122091666666667
CX5	SBS37	-0.003024	0.8953	0.913
CX5	SBS38	0.1231	7.489e-08	4.92134285714286e-07
CX5	SBS39	-0.006221	0.7865	0.850251162790698
CX5	SBS40	-0.03612	0.1157	0.280115789473684
CX5	SBS41	0.01312	0.5679	0.746382857142857
CX5	SBS42	NA	NA	NA
CX5	SBS43	NA	NA	NA
CX5	SBS44	-0.02183	0.3418	0.542165517241379
CX5	SBS45	-0.02712	0.2376	0.420369230769231
CX5	SBS46	NA	NA	NA
CX5	SBS47	NA	NA	NA
CX5	SBS48	NA	NA	NA
CX5	SBS49	NA	NA	NA
CX5	SBS50	NA	NA	NA
CX5	SBS51	NA	NA	NA
CX5	SBS52	NA	NA	NA
CX5	SBS53	NA	NA	NA
CX5	SBS54	NA	NA	NA
CX5	SBS55	NA	NA	NA
CX5	SBS56	-0.006697	0.7706	0.850251162790698
CX5	SBS57	NA	NA	NA
CX5	SBS58	0.03165	0.1681	0.3362
CX5	SBS59	NA	NA	NA
CX5	SBS60	NA	NA	NA
CX6	SBS1	-0.0967	2.442e-05	0.000224664
CX6	SBS2	-0.0886	0.0001111	0.000851766666666667
CX6	SBS3	-0.1854	3.894e-16	1.79124e-14
CX6	SBS4	0.02998	0.1917	0.4301
CX6	SBS5	0.1123	9.295e-07	1.068925e-05
CX6	SBS6	0.02396	0.2968	0.441006451612903
CX6	SBS7a	0.02809	0.2212	0.4301
CX6	SBS7b	0.02923	0.2031	0.4301
CX6	SBS7c	0.0361	0.1159	0.384757142857143
CX6	SBS7d	0.02863	0.2125	0.4301
CX6	SBS8	-0.02978	0.1947	0.4301
CX6	SBS9	0.02452	0.2857	0.441006451612903
CX6	SBS10a	0.02791	0.2242	0.4301
CX6	SBS10b	0.02791	0.2242	0.4301
CX6	SBS11	0.01452	0.5271	0.638068421052632
CX6	SBS12	0.1392	1.127e-09	2.5921e-08
CX6	SBS13	-0.1161	3.945e-07	6.049e-06
CX6	SBS14	-0.01003	0.6623	0.725376190476191
CX6	SBS15	-0.01838	0.4235	0.541138888888889
CX6	SBS16	0.05628	0.01421	0.0594236363636364
CX6	SBS17a	0.02283	0.3203	0.442817647058824
CX6	SBS17b	0.0225	0.3273	0.442817647058824
CX6	SBS18	-0.006995	0.7607	0.813772093023256
CX6	SBS19	0.02062	0.3693	0.485365714285714
CX6	SBS20	-0.01388	0.5457	0.63963
CX6	SBS21	-0.02568	0.2635	0.432892857142857
CX6	SBS22	0.06104	0.007812	0.039928
CX6	SBS23	NA	NA	NA
CX6	SBS24	0.0279	0.2244	0.4301
CX6	SBS25	NA	NA	NA
CX6	SBS26	0.01166	0.6118	0.686409756097561
CX6	SBS27	NA	NA	NA
CX6	SBS28	0.06892	0.002662	0.0153065
CX6	SBS29	0.08766	0.0001313	0.000862828571428571
CX6	SBS30	0.03598	0.1171	0.384757142857143
CX6	SBS31	NA	NA	NA
CX6	SBS32	-0.02568	0.2635	0.432892857142857
CX6	SBS33	-0.005442	0.8127	0.849640909090909
CX6	SBS34	0.02568	0.2634	0.432892857142857
CX6	SBS35	0.03444	0.1337	0.410013333333333
CX6	SBS36	0.0365	0.1119	0.384757142857143
CX6	SBS37	0.02843	0.2157	0.4301
CX6	SBS38	-0.05928	0.009785	0.045011
CX6	SBS39	0.01352	0.5562	0.63963
CX6	SBS40	-0.02313	0.3138	0.442817647058824
CX6	SBS41	-0.01484	0.5183	0.638068421052632
CX6	SBS42	NA	NA	NA
CX6	SBS43	NA	NA	NA
CX6	SBS44	-0.0002465	0.9914	0.9914
CX6	SBS45	0.02394	0.2972	0.441006451612903
CX6	SBS46	NA	NA	NA
CX6	SBS47	NA	NA	NA
CX6	SBS48	NA	NA	NA
CX6	SBS49	NA	NA	NA
CX6	SBS50	NA	NA	NA
CX6	SBS51	NA	NA	NA
CX6	SBS52	NA	NA	NA
CX6	SBS53	NA	NA	NA
CX6	SBS54	NA	NA	NA
CX6	SBS55	NA	NA	NA
CX6	SBS56	-0.002333	0.9191	0.939524444444444
CX6	SBS57	NA	NA	NA
CX6	SBS58	-0.02568	0.2635	0.432892857142857
CX6	SBS59	NA	NA	NA
CX6	SBS60	NA	NA	NA
CX7	SBS1	0.03007	0.1903	0.583586666666667
CX7	SBS2	0.009204	0.6886	0.783458536585366
CX7	SBS3	0.06357	0.005598	0.064377
CX7	SBS4	-0.02384	0.2992	0.600875
CX7	SBS5	-0.06515	0.004518	0.064377
CX7	SBS6	-0.02643	0.2498	0.600875
CX7	SBS7a	0.03983	0.08278	0.380788
CX7	SBS7b	0.04127	0.07223	0.378682222222222
CX7	SBS7c	0.03361	0.1433	0.502057142857143
CX7	SBS7d	0.04101	0.07409	0.378682222222222
CX7	SBS8	0.006931	0.7628	0.816018604651163
CX7	SBS9	-0.02335	0.3093	0.600875
CX7	SBS10a	-0.01108	0.6294	0.761905263157895
CX7	SBS10b	-0.01108	0.6294	0.761905263157895
CX7	SBS11	-0.02061	0.3694	0.639059259259259
CX7	SBS12	-0.06692	0.003534	0.064377
CX7	SBS13	0.02154	0.3484	0.639059259259259
CX7	SBS14	0.02858	0.2133	0.600875
CX7	SBS15	0.01713	0.4557	0.74865
CX7	SBS16	-0.01624	0.4794	0.760427586206897
CX7	SBS17a	0.05283	0.02135	0.163683333333333
CX7	SBS17b	0.05307	0.02076	0.163683333333333
CX7	SBS18	0.01239	0.5895	0.761905263157895
CX7	SBS19	0.008902	0.6983	0.783458536585366
CX7	SBS20	0.003266	0.8869	0.927213636363636
CX7	SBS21	0.02315	0.3135	0.600875
CX7	SBS22	-0.01305	0.5698	0.761905263157895
CX7	SBS23	NA	NA	NA
CX7	SBS24	0.001005	0.9651	0.9651
CX7	SBS25	NA	NA	NA
CX7	SBS26	-0.009095	0.6921	0.783458536585366
CX7	SBS27	NA	NA	NA
CX7	SBS28	0.01158	0.6141	0.761905263157895
CX7	SBS29	-0.01494	0.5154	0.761905263157895
CX7	SBS30	-0.03544	0.1228	0.502057142857143
CX7	SBS31	NA	NA	NA
CX7	SBS32	0.01282	0.5768	0.761905263157895
CX7	SBS33	-0.02494	0.2775	0.600875
CX7	SBS34	-0.03295	0.1513	0.502057142857143
CX7	SBS35	-0.02406	0.2948	0.600875
CX7	SBS36	0.01201	0.6012	0.761905263157895
CX7	SBS37	-0.04696	0.04079	0.268048571428571
CX7	SBS38	0.08797	0.0001243	0.0057178
CX7	SBS39	0.02375	0.3011	0.600875
CX7	SBS40	0.007723	0.7367	0.806861904761905
CX7	SBS41	0.0152	0.5082	0.761905263157895
CX7	SBS42	NA	NA	NA
CX7	SBS43	NA	NA	NA
CX7	SBS44	-0.001115	0.9613	0.9651
CX7	SBS45	0.02505	0.2754	0.600875
CX7	SBS46	NA	NA	NA
CX7	SBS47	NA	NA	NA
CX7	SBS48	NA	NA	NA
CX7	SBS49	NA	NA	NA
CX7	SBS50	NA	NA	NA
CX7	SBS51	NA	NA	NA
CX7	SBS52	NA	NA	NA
CX7	SBS53	NA	NA	NA
CX7	SBS54	NA	NA	NA
CX7	SBS55	NA	NA	NA
CX7	SBS56	-0.02037	0.3751	0.639059259259259
CX7	SBS57	NA	NA	NA
CX7	SBS58	0.03283	0.1528	0.502057142857143
CX7	SBS59	NA	NA	NA
CX7	SBS60	NA	NA	NA
CX8	SBS1	-0.1344	4.198e-09	9.6554e-08
CX8	SBS2	0.1219	9.938e-08	1.52382666666667e-06
CX8	SBS3	0.05052	0.02775	0.1595625
CX8	SBS4	0.02919	0.2036	0.550917647058824
CX8	SBS5	-0.005724	0.8032	0.839709090909091
CX8	SBS6	-0.02236	0.3302	0.67275
CX8	SBS7a	0.01109	0.6292	0.747441025641026
CX8	SBS7b	0.01095	0.6337	0.747441025641026
CX8	SBS7c	0.01674	0.466	0.67275
CX8	SBS7d	0.01163	0.6125	0.747441025641026
CX8	SBS8	0.005773	0.8016	0.839709090909091
CX8	SBS9	-0.01755	0.4449	0.67275
CX8	SBS10a	-0.02997	0.1919	0.550917647058824
CX8	SBS10b	-0.02997	0.1919	0.550917647058824
CX8	SBS11	-0.005839	0.7993	0.839709090909091
CX8	SBS12	0.03062	0.1823	0.550917647058824
CX8	SBS13	0.1465	1.424e-10	6.5504e-09
CX8	SBS14	-0.03462	0.1317	0.466015384615385
CX8	SBS15	-0.02446	0.2868	0.628228571428571
CX8	SBS16	0.006572	0.7748	0.839709090909091
CX8	SBS17a	0.06875	0.002728	0.0209146666666667
CX8	SBS17b	0.07131	0.001881	0.0173052
CX8	SBS18	0.06013	0.008784	0.0577234285714286
CX8	SBS19	0.01987	0.3869	0.67275
CX8	SBS20	-0.02446	0.2868	0.628228571428571
CX8	SBS21	-0.01729	0.4515	0.67275
CX8	SBS22	0.01469	0.5225	0.706911764705882
CX8	SBS23	NA	NA	NA
CX8	SBS24	0.03813	0.0968	0.4048
CX8	SBS25	NA	NA	NA
CX8	SBS26	-0.04567	0.04664	0.215418
CX8	SBS27	NA	NA	NA
CX8	SBS28	-0.004953	0.8293	0.847728888888889
CX8	SBS29	0.02458	0.2845	0.628228571428571
CX8	SBS30	0.01667	0.468	0.67275
CX8	SBS31	NA	NA	NA
CX8	SBS32	0.01813	0.4298	0.67275
CX8	SBS33	-0.01729	0.4515	0.67275
CX8	SBS34	-0.01544	0.5014	0.698921212121212
CX8	SBS35	0.01411	0.5389	0.708268571428571
CX8	SBS36	-0.03678	0.1092	0.4186
CX8	SBS37	0.008392	0.7148	0.82202
CX8	SBS38	0.02123	0.3552	0.67275
CX8	SBS39	-0.02822	0.2191	0.559922222222222
CX8	SBS40	-0.07713	0.0007707	0.00886305
CX8	SBS41	0.01194	0.6032	0.747441025641026
CX8	SBS42	NA	NA	NA
CX8	SBS43	NA	NA	NA
CX8	SBS44	-0.04563	0.04683	0.215418
CX8	SBS45	-0.01729	0.4515	0.67275
CX8	SBS46	NA	NA	NA
CX8	SBS47	NA	NA	NA
CX8	SBS48	NA	NA	NA
CX8	SBS49	NA	NA	NA
CX8	SBS50	NA	NA	NA
CX8	SBS51	NA	NA	NA
CX8	SBS52	NA	NA	NA
CX8	SBS53	NA	NA	NA
CX8	SBS54	NA	NA	NA
CX8	SBS55	NA	NA	NA
CX8	SBS56	0.00181	0.9372	0.9372
CX8	SBS57	NA	NA	NA
CX8	SBS58	-0.01729	0.4515	0.67275
CX8	SBS59	NA	NA	NA
CX8	SBS60	NA	NA	NA
CX9	SBS1	0.002973	0.897	0.9028
CX9	SBS2	0.2278	9.232e-24	4.24672e-22
CX9	SBS3	-0.01395	0.5435	0.757606060606061
CX9	SBS4	0.07758	0.0007178	0.00412735
CX9	SBS5	-0.06984	0.002333	0.0107318
CX9	SBS6	-0.01713	0.4557	0.6762
CX9	SBS7a	0.006469	0.7782	0.89861
CX9	SBS7b	0.006725	0.7697	0.89861
CX9	SBS7c	0.002806	0.9028	0.9028
CX9	SBS7d	0.006373	0.7814	0.89861
CX9	SBS8	0.01206	0.5995	0.766027777777778
CX9	SBS9	-0.07378	0.001297	0.00662911111111111
CX9	SBS10a	-0.01977	0.3893	0.657033333333333
CX9	SBS10b	-0.01977	0.3893	0.657033333333333
CX9	SBS11	-0.005684	0.8045	0.902609756097561
CX9	SBS12	-0.07997	0.0004876	0.00320422857142857
CX9	SBS13	0.2243	4.61e-23	1.0603e-21
CX9	SBS14	-0.003316	0.8852	0.9028
CX9	SBS15	-0.007686	0.7379	0.89861
CX9	SBS16	-0.01824	0.4271	0.657033333333333
CX9	SBS17a	0.09296	4.995e-05	0.000574425
CX9	SBS17b	0.08849	0.0001132	0.000867866666666667
CX9	SBS18	0.04911	0.0324	0.1242
CX9	SBS19	-0.01309	0.5686	0.75808
CX9	SBS20	0.03479	0.1297	0.324178947368421
CX9	SBS21	0.01396	0.5434	0.757606060606061
CX9	SBS22	-0.029	0.2066	0.47518
CX9	SBS23	NA	NA	NA
CX9	SBS24	-0.02812	0.2208	0.483657142857143
CX9	SBS25	NA	NA	NA
CX9	SBS26	0.004285	0.852	0.9028
CX9	SBS27	NA	NA	NA
CX9	SBS28	0.03464	0.1314	0.324178947368421
CX9	SBS29	-0.09762	2.044e-05	0.000313413333333333
CX9	SBS30	-0.01863	0.4173	0.657033333333333
CX9	SBS31	NA	NA	NA
CX9	SBS32	-0.01988	0.3868	0.657033333333333
CX9	SBS33	0.02588	0.2597	0.543009090909091
CX9	SBS34	-0.04119	0.07277	0.239101428571429
CX9	SBS35	0.00454	0.8433	0.9028
CX9	SBS36	-0.08879	0.0001074	0.000867866666666667
CX9	SBS37	-0.03589	0.1181	0.324178947368421
CX9	SBS38	0.05257	0.02201	0.0920418181818182
CX9	SBS39	0.02099	0.3608	0.657033333333333
CX9	SBS40	-0.01819	0.4285	0.657033333333333
CX9	SBS41	-0.03952	0.08522	0.261341333333333
CX9	SBS42	NA	NA	NA
