CNSig	component	sum	term	estimate	std.error	statistic	p.value	beta	p.adj	weights	allSum	plot	Disc
49	ecDNA	segsize6	0.00326844623022647	value	0.275193647652078	0.0371003754232408	7.41754347530641	3.10361040299081e-12	TRUE	1.96257716659713e-11	0.0212033805198827	0.339416371697685	TRUE	>10%
50	ecDNA	segsize7	0.0042376709369347	value	0.252701707686846	0.0291119540870146	8.68034165386251	1.23321963288111e-15	TRUE	1.10475925445599e-14	0.0266206116483158	0.427994461502996	TRUE	>10%
51	ecDNA	segsize8	0.00071372623926897	value	0.0989211004369899	0.155054467372938	0.637976461517	0.524200986486862	TRUE	0.605931247820835	0.00186869817531268	0.0358173966304706	TRUE	>0%
52	ecDNA	segsize9	0.000486377836681049	value	-0.255151425574062	0.126807882842939	-2.01211012954207	0.0455170800779909	TRUE	0.0699012301197717	7.38230330247258e-15	0	FALSE	0
53	ecDNA	segsize10	0.000999420961494378	value	-0.342677904885118	0.0683019140852603	-5.01710544242373	1.1348700299841e-06	TRUE	4.36374426374419e-06	1.99999997357805e-46	0	FALSE	0
54	ecDNA	segsize11	0.00139391412975278	value	-0.271704693853474	0.0508676071576886	-5.34140898374077	2.44125758500145e-07	TRUE	1.07116404239859e-06	6.79999991016537e-45	0	FALSE	0
55	ecDNA	segsize12	0.00166794497844303	value	-0.225619841388194	0.0408968203743793	-5.51680642462705	1.03419112960905e-07	TRUE	4.83371941012927e-07	0	0	FALSE	0
56	ecDNA	segsize13	0.00163784713403294	value	-0.251172644547369	0.0494500299179498	-5.07932239806788	8.4960243244342e-07	TRUE	3.44650043349689e-06	3.14702835842469e-16	0	FALSE	0
57	ecDNA	segsize14	0.00111225817146125	value	-0.286177326414907	0.0596482446708809	-4.79774933854195	3.08544030661047e-06	TRUE	1.12435536596822e-05	0.000452220794025722	0	FALSE	0
58	ecDNA	segsize15	0.0011578175859176	value	-0.174013127009997	0.0649417630281437	-2.67952576117445	0.0079715943763611	TRUE	0.0149543233354874	0.000657553971313071	0	FALSE	0
59	ecDNA	segsize16	0.000279248141567486	value	1.00452907562125	0.224115664896068	4.48219037293574	1.22801705181593e-05	TRUE	3.88270097265331e-05	0	0.00387308197226163	TRUE	>0%
60	ecDNA	segsize17	0.00101127830242554	value	0.286703404487434	0.096243895255354	2.97892561109204	0.00324164513639481	TRUE	0.00663765432690366	0.000579024292350524	0.0220569858610125	TRUE	>0%
61	ecDNA	segsize18	0.000870234469892131	value	0.281091652500269	0.106903575152494	2.62939431257843	0.00920213924111913	TRUE	0.0169099139900907	0.000463331893878934	0.0184961368528498	TRUE	>0%
62	ecDNA	segsize19	0.000520532775782778	value	0.453347694090351	0.156728248589965	2.89257168486841	0.00423355787768961	TRUE	0.00842791614540062	0.000155779763941997	0.00938023755688798	TRUE	>0%
63	ecDNA	segsize20	0.000659212361082404	value	0.0857951167010735	0.131457320515369	0.65264616960638	0.514715604906559	TRUE	0.604720519425739	4.56625033967538e-33	0.00914306357517245	TRUE	>0%
64	ecDNA	segsize21	0.00140063220220115	value	0.00706294310438768	0.0688790542068358	0.102541232392339	0.918427320754559	TRUE	0.927051051465869	5.9153999218518e-42	0.0194263184766921	TRUE	>0%
65	ecDNA	segsize22	0.00526603534630974	value	-0.00920715797502083	0.02114914432358	-0.435344231149598	0.66377058462626	TRUE	0.720760988356798	0	0	FALSE	0
66	ecDNA	changepoint1	0.000322335264838009	value	-0.254301913781037	0.0506903062657504	-5.01677603697691	1.13660315706825e-06	TRUE	4.36374426374419e-06	0	0	FALSE	0
67	ecDNA	changepoint2	0.000170614280524818	value	-0.358418684754914	0.103164137308501	-3.47425659832838	0.000624991287393165	TRUE	0.00147662776691792	0	0	FALSE	0
68	ecDNA	changepoint3	0.00255743983021728	value	-0.128677738430443	0.0118849154395531	-10.8269797193678	6.76343703560667e-22	TRUE	1.11856843281187e-20	0	0	FALSE	0
69	ecDNA	changepoint4	0.00201736173697616	value	-0.569682080961513	0.035848444282465	-15.8914031658598	1.36147669308338e-37	TRUE	4.87862481688212e-36	0	0	FALSE	0
70	ecDNA	changepoint5	0.00232637907619466	value	0.0249872209814372	0.017988451018801	1.38907018482699	0.166318498478052	TRUE	0.227761001100518	0	0.024862804537416	TRUE	>0%
71	ecDNA	changepoint6	0.000171015151489038	value	-0.0160006538821871	0.0787642019595836	-0.203146270565878	0.839222200906306	TRUE	0.875887248518717	0	0	FALSE	0
72	ecDNA	changepoint7	6.26982783884009e-05	value	-0.124055453885278	0.136414880137911	-0.909398254500255	0.364207874053572	TRUE	0.452628282783341	0	0	FALSE	0
73	ecDNA	changepoint8	7.33859680234718e-05	value	0.0392565595579012	0.349479232340053	0.112328733513136	0.910672674149273	TRUE	0.923559551613649	0.000115759564470703	0.00202146264624272	TRUE	>0%
74	ecDNA	changepoint9	0.000220492937413178	value	0.661018847548104	0.163626130233517	4.03981226351034	7.56107257776558e-05	TRUE	0.000208414180028154	0.00301571896015941	0.0345864973917411	TRUE	>0%
75	ecDNA	changepoint10	0.00498540740912016	value	0.177560737657448	0.00812703565767545	21.8481553590519	1.95787692874217e-55	TRUE	1.40314513226522e-53	0.082831506905715	0.9385292354246	TRUE	>50%
76	ecDNA	bp10MB1	0.00263563836963982	value	0.171495092199496	0.0555035110584855	3.08980619295934	0.00228077494142044	TRUE	0.00490366612405395	5.59072072614113e-27	0.180915148870142	TRUE	>10%
77	ecDNA	bp10MB2	0.00117290015309841	value	-0.247443167104285	0.0624213221666368	-3.96408083833474	0.000101740610125148	TRUE	0.000270052236751936	2.0226215732792e-10	0	FALSE	0
78	ecDNA	bp10MB3	6.36004572173185e-05	value	0.945674150372183	0.398620995036489	2.37236413070922	0.0185999218874459	TRUE	0.0319918656464069	0.0118691286431972	0.819084851129858	TRUE	>50%
79	ecDNA	bpchrarm1	0.00453070992023568	value	0.0452072824636611	0.0262535398356234	1.72194998261984	0.0865869372288419	TRUE	0.125785077731088	1.70767997743988e-41	0.907626202161717	TRUE	>50%
80	ecDNA	bpchrarm2	0.00130300171828537	value	-0.140645201056085	0.0575200324074598	-2.44515163099673	0.0153232254697973	TRUE	0.0267844998049302	0.0015698387792609	0	FALSE	0
81	ecDNA	bpchrarm3	0.000598754375713948	value	-0.0483399306055819	0.0428358570844594	-1.12849220012734	0.260431028650769	TRUE	0.335285456047397	0.00944039427528319	0	FALSE	0
82	ecDNA	bpchrarm4	2.10989504629063e-05	value	1.03915657443401	0.60130651706737	1.7281644967064	0.0854645490839418	TRUE	0.124999170428894	0.000440014754186976	0.0923737974587262	TRUE	>5%
83	ecDNA	bpchrarm5	1.89467958180878e-12	value	399342.339256312	1229361.91100068	0.324837084737118	0.745635625550511	TRUE	0.785841468104705	0	3.79556595638548e-10	TRUE	>0%
84	ecDNA	osCN1	0.00199513291921419	value	-0.101302405626372	0.0228048350056205	-4.44214595726763	1.45603656953163e-05	TRUE	4.53692554274348e-05	0.0131362978264567	0	FALSE	0
85	ecDNA	osCN2	0.00183399819024607	value	0.124369497039454	0.0230198369109973	5.40270973770619	1.81214979155462e-07	TRUE	8.1169209413384e-07	0.017749329765514	1	TRUE	>50%
86	ecDNA	osCN3	4.30078704952983e-05	value	-0.324441829823045	0.105708350404659	-3.06921665678311	0.00243644942356711	TRUE	0.0051356531967346	4.49560794060864e-16	0	FALSE	0
87	CHR	segsize1	0.000760298167049611	value	0.0555828945409193	0.646901566128472	0.0859217189310078	0.931649677605931	TRUE	0.936003180772314	1.74516777694463e-05	0.00459968941807253	TRUE	>0%
88	CHR	segsize2	0.000684829764163342	value	0.987954993239146	0.772163720148797	1.27946310796468	0.202820653775076	TRUE	0.269175559022477	1.76063897674024e-05	0.00415427680973501	TRUE	>0%
89	CHR	segsize3	0.00120564523306725	value	0.411589148029583	0.492911701837161	0.835015980540784	0.405111389568442	TRUE	0.489319936838287	1.49593138023729e-05	0.00721877587670058	TRUE	>0%
90	CHR	segsize4	0.00269658279478323	value	-0.191575644834398	0.357356997633016	-0.536090369303849	0.592734864018793	TRUE	0.67072629349495	2.34156756906561e-05	0	FALSE	0
91	CHR	segsize5	0.0120926974227418	value	0.0565067606828339	0.133574480621188	0.423035600962467	0.672909257895438	TRUE	0.727012514811655	2.83571196253748e-05	0.0716851140322336	TRUE	>5%
92	CHR	segsize6	0.0309304899201795	value	-0.0286956782046984	0.0643807946003429	-0.44571798752769	0.656479791149071	TRUE	0.716462716228681	2.61588856544156e-08	0	FALSE	0
93	CHR	segsize7	0.0389404400465913	value	-0.0476527098162476	0.052969771632254	-0.899620828027721	0.369845125202797	TRUE	0.456992539762077	7.3317677031402e-05	0	FALSE	0
94	CHR	segsize8	0.00661378130704394	value	-0.912549413912413	0.266973379933323	-3.4181288566685	0.000823022105997797	TRUE	0.00190268551386588	4.52604194020657e-40	0	FALSE	0
95	CHR	segsize9	0.00425996663104195	value	-0.425172413040636	0.254827587852403	-1.66847089290386	0.097425808032856	TRUE	0.140580863940027	0	0	FALSE	0
96	CHR	segsize10	0.0105735615470481	value	-0.590355523119343	0.151791689300041	-3.88924799402164	0.000153930483184422	TRUE	0.000398735588971697	2.05680457282761e-38	0	FALSE	0
97	CHR	segsize11	0.0146544503409041	value	-0.462947411140658	0.109711063804256	-4.21969667495556	4.34033074934628e-05	TRUE	0.000122785672514401	0	0	FALSE	0
98	CHR	segsize12	0.0170694873634215	value	-0.288497889734107	0.0941144057025994	-3.06539564884208	0.00260263108798286	TRUE	0.005382742856935	1.27999998308995e-44	0	FALSE	0
99	CHR	segsize13	0.0162843998189791	value	-0.442180203612784	0.117661940196418	-3.7580563678844	0.000249345278128654	TRUE	0.000623363195321635	4.16469494498032e-16	0	FALSE	0
100	CHR	segsize14	0.0123914193490075	value	-0.296327947147034	0.112834846345111	-2.62620951546032	0.00958125837114662	TRUE	0.0174573775406485	7.20312190483974e-05	0	FALSE	0
101	CHR	segsize15	0.0110542175932843	value	-0.473945661407779	0.125863510525689	-3.76555253725459	0.000242644003892197	TRUE	0.000613746598080263	0	0	FALSE	0
102	CHR	segsize16	0.00168638301623935	value	-1.26639479982429	0.443236336825307	-2.85715473802279	0.00491748037516999	TRUE	0.00969961725377567	0	0	FALSE	0
103	CHR	segsize17	0.0126242516833981	value	0.268608254953486	0.177329530753625	1.51474068538917	0.132060844774385	TRUE	0.184370659912291	6.91164590869042e-05	0.0750698332035932	TRUE	>5%
104	CHR	segsize18	0.0120127259846452	value	0.291472392085103	0.180033035862941	1.61899392901978	0.107667496152592	TRUE	0.154323411152049	8.82894248336106e-05	0.071566600620617	TRUE	>5%
105	CHR	segsize19	0.00697013605697694	value	-0.0947188576325199	0.264705969989076	-0.357826677035009	0.721004348330271	TRUE	0.767405618272318	3.68095195137104e-05	0	FALSE	0
106	CHR	segsize20	0.0105541893329095	value	0.557029586711629	0.21545838344896	2.58532333620513	0.0107360545014005	TRUE	0.0193970732588329	0.000151199438002508	0.0633127268027583	TRUE	>5%
107	CHR	segsize21	0.0232705617572625	value	0.509261941359976	0.110458390728557	4.61044143410932	8.87588587344775e-06	TRUE	2.9358699427558e-05	0.000414390794525494	0.140075149285764	TRUE	>10%
108	CHR	segsize22	0.0934294742964032	value	0.216259418199185	0.0339833648327752	6.36368468111826	2.54300521687641e-09	TRUE	1.27150260843821e-08	0.00165142537818306	0.562317833950526	TRUE	>50%
109	CHR	changepoint1	0.0037769117392337	value	-0.353077153306518	0.107634545612226	-3.280333012958	0.00130451195972291	TRUE	0.00289144403443737	0	0	FALSE	0
110	CHR	changepoint2	0.0017861526517964	value	-0.401584010044865	0.215125474259003	-1.86674317129627	0.0639995209516368	TRUE	0.0955548403097355	2.08161997249977e-41	0	FALSE	0
111	CHR	changepoint3	0.0425659656342144	value	0.0573648813729836	0.0268299812601325	2.13808876036093	0.034221396884276	TRUE	0.054100002427348	0.000998645266806922	0.533161572104047	TRUE	>50%
112	CHR	changepoint4	0.0285442900071916	value	0.142524226602233	0.0925861279179782	1.53936912372547	0.125939627835786	TRUE	0.176973986828065	0.000538930192880207	0.355932374535564	TRUE	>10%
113	CHR	changepoint5	0.0284033823806271	value	-0.019973106008992	0.0307962529227834	-0.648556370123058	0.517672605872543	TRUE	0.604889186209765	1.32387918251027e-28	0	FALSE	0
114	CHR	changepoint6	0.00448565189747241	value	0.233224018574172	0.0985701059278105	2.36607251639739	0.0193287656193434	TRUE	0.0329816238742764	0	0.0548972472863708	TRUE	>5%
115	CHR	changepoint7	0.00118623065995041	value	0.0390140279216113	0.226554491819805	0.17220593424668	0.863520820148282	TRUE	0.892581616980196	0	0.0145175772365811	TRUE	>0%
116	CHR	changepoint8	0.00105323710201968	value	0.368363222497293	0.612910266406672	0.601006774869195	0.548793628161188	TRUE	0.630965936121152	1.37969898177283e-05	0.0130588007588359	TRUE	>0%
117	CHR	changepoint9	0.00228134024067034	value	0.142132737071647	0.288581535942309	0.492521937023932	0.623111081944538	TRUE	0.694139288176558	4.18723294468257e-05	0.0284324280786016	TRUE	>0%
118	CHR	changepoint10	0.0408077419718883	value	-0.0398802016484708	0.0250791598981014	-1.59017294879522	0.114019744921548	TRUE	0.162345994424721	9.84938346988004e-10	0	FALSE	0
119	CHR	bp10MB1	0.0327840873314718	value	2.07042280267252	0.176511978685983	11.729644741878	1.21893101475837e-22	TRUE	2.18391806810875e-21	0.124426718356202	1	TRUE	>50%
120	CHR	bp10MB2	0.013195537609871	value	-2.31582238761792	0.217400635437485	-10.6523257531317	7.73845282230147e-20	TRUE	9.78686680467539e-19	0.0469869753792562	0	FALSE	0
121	CHR	bp10MB3	0.000487646344176497	value	-8.71018129924396	0.895817854667918	-9.72316107996401	1.92761914759144e-17	TRUE	2.18125324595873e-16	0.000768485789847553	0	FALSE	0
122	CHR	bpchrarm1	0.0593979353989397	value	0.675727024800223	0.0725654596866707	9.31196505497154	2.15620858968974e-16	TRUE	2.31792423391647e-15	0.0190874947478356	1	TRUE	>50%
123	CHR	bpchrarm2	0.0139243232560908	value	-0.569763944453605	0.140527880944392	-4.05445482152447	8.24825036327871e-05	TRUE	0.000221671728513115	0.0041583835450637	0	FALSE	0
124	CHR	bpchrarm3	0.00400141218416634	value	-1.37897768769213	0.115301287299402	-11.9597770327694	3.06462396867502e-23	TRUE	6.58894153265128e-22	0.000147806350047334	0	FALSE	0
125	CHR	bpchrarm4	0.000121781299187929	value	-4.60925237099952	1.41573315989362	-3.2557352625306	0.00141424763172581	TRUE	0.00310268613082704	0	0	FALSE	0
126	CHR	bpchrarm5	4.14738050264466e-12	value	-29231843.8300279	13479132.3501491	-2.16867399701025	0.0317726877550975	TRUE	0.0509785661742237	0	0	FALSE	0
127	CHR	osCN1	0.0248716276093298	value	0.0184327873300772	0.033435270588523	0.551297686713036	0.582296056987404	TRUE	0.665923682193042	0.000150869388006868	1	TRUE	>50%
128	CHR	osCN2	0.0207611774070698	value	-0.011752348380599	0.0355757204840644	-0.330347445411915	0.741624333711954	TRUE	0.785464195803301	1.83361797577612e-05	0	FALSE	0
129	CHR	osCN3	0.000834466269119665	value	-0.0701553391941975	0.0987093819414815	-0.710726152006383	0.478419663873431	TRUE	0.570484407517182	3.29681855644581e-06	0	FALSE	0
130	WGDearly	segsize1	4.38024924908488e-05	value	0.244598339770834	0.380544910810774	0.642758141870044	0.521597153284067	TRUE	0.605931247820835	1.03999998626059e-44	0.000386423695620709	TRUE	>0%
131	WGDearly	segsize2	3.59977636418807e-05	value	0.0673396378807735	0.504091288866329	0.133586196326099	0.893951723931077	TRUE	0.910898676043514	0	0.000317570715033681	TRUE	>0%
132	WGDearly	segsize3	7.03722228792696e-05	value	-0.562230242673729	0.302160318138494	-1.86070178287287	0.0652138077296796	TRUE	0.0966963355991801	2.38274696852159e-34	0	FALSE	0
133	WGDearly	segsize4	0.000183747680660793	value	-0.745817045337699	0.182818341406537	-4.07955262912714	8.12155636602352e-05	TRUE	0.000221029698568995	4.1040195457819e-36	0	FALSE	0
134	WGDearly	segsize5	0.00054260385250735	value	-0.348485145061596	0.0843396754353584	-4.13192418944854	6.65771979616118e-05	TRUE	0.000185897370931773	0	0	FALSE	0
135	WGDearly	segsize6	0.00117994849438043	value	-0.171894009358619	0.0504004647314197	-3.41056397544407	0.000881706043792345	TRUE	0.00201666807888675	0	0	FALSE	0
136	WGDearly	segsize7	0.00159952220753543	value	-0.13469421004269	0.0404338788326889	-3.33122158771956	0.0011469962701409	TRUE	0.00256879373000306	0	0	FALSE	0
137	WGDearly	segsize8	0.000550907802747008	value	-0.390722967493186	0.113053785863392	-3.45608034714836	0.000756728026118978	TRUE	0.00176844049582152	0.00132020784255877	0	FALSE	0
138	WGDearly	segsize9	0.000418696006345599	value	-0.356999535068026	0.115161438654177	-3.09999196988217	0.00240760092914152	TRUE	0.0051250910867864	0.000870436188500689	0	FALSE	0
139	WGDearly	segsize10	0.000864282511050974	value	-0.323681163592562	0.06211812310746	-5.2107363745137	7.8401081057913e-07	TRUE	3.24158315912525e-06	0.000793894789511876	0	FALSE	0
140	WGDearly	segsize11	0.00119252208650682	value	-0.214192157256698	0.0427578080329793	-5.00942791762128	1.88250407919251e-06	TRUE	6.97824787976534e-06	0.00109193238557451	0	FALSE	0
141	WGDearly	segsize12	0.00146093364306251	value	-0.235068316496261	0.0309204067532183	-7.60236818268228	6.89670800734488e-12	TRUE	4.1188672821643e-11	0.00119522978420985	0	FALSE	0
142	WGDearly	segsize13	0.00139259258637268	value	-0.269725061491449	0.0400391590826214	-6.73653162732181	5.81524229304348e-10	TRUE	3.04945632440085e-09	0.0024203587680247	0	FALSE	0
143	WGDearly	segsize14	0.000851742447445638	value	-0.286788065986057	0.056728807023307	-5.05542212210156	1.54379940217368e-06	TRUE	5.82310300819897e-06	8.82913528335851e-35	0	FALSE	0
144	WGDearly	segsize15	0.00105434520490685	value	-0.242585312495564	0.0547312601598187	-4.43229905153288	2.06284813157794e-05	TRUE	6.24665279280643e-05	0.00213323057181794	0	FALSE	0
145	WGDearly	segsize16	0.000321290649698198	value	-0.201773480141854	0.150491423248689	-1.34076398366185	0.182508775189196	TRUE	0.245246166660482	0.00200952137345226	0	FALSE	0
146	WGDearly	segsize17	0.00128337459911686	value	0.225334465169612	0.0896812459827687	2.51261523744783	0.0132998511130596	TRUE	0.023438262207441	0.0112581098512694	0.11064043378126	TRUE	>10%
