Cancer Types,Sample Names,Accuracy,ID1,ID2,ID3,ID4,ID5,ID6,ID7,ID8,ID9,ID10,ID11,ID12,ID13,ID14,ID15,ID16,ID17
Biliary-AdenoCA,SP99341,0.987,170,20,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0
Biliary-AdenoCA,SP99345,0.895,9,0,21,0,12,0,0,14,0,0,0,0,0,0,0,0,0
Biliary-AdenoCA,SP99113,0.804,0,0,18,0,49,0,0,12,0,0,0,0,0,0,0,0,0
Biliary-AdenoCA,SP99185,0.977,42,0,124,0,205,0,0,64,0,0,0,0,0,0,0,0,0
Biliary-AdenoCA,SP99209,0.976,136,0,92,0,218,0,0,92,0,0,0,0,0,0,0,0,0
Biliary-AdenoCA,SP99213,0.982,240,91,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0
Biliary-AdenoCA,SP99221,0.848,3,0,17,0,28,0,0,0,0,0,0,0,0,0,0,0,0
Biliary-AdenoCA,SP99225,0.943,44,9,38,0,80,0,0,26,0,0,0,0,0,0,0,0,0
Biliary-AdenoCA,SP99241,0.981,131,38,225,0,262,0,0,208,0,0,0,0,0,0,0,0,0
Bladder-TCC,SP1086,0.973,89,40,104,0,111,0,0,68,48,0,0,0,0,0,0,0,0
Bladder-TCC,SP1003,0.986,149,92,107,0,220,0,0,82,0,0,0,0,0,0,0,0,0
Bladder-TCC,SP1677,0.977,112,34,202,0,206,0,0,80,0,0,0,0,0,0,0,0,0
Bladder-TCC,SP1305,0.972,170,101,0,0,352,0,0,904,0,303,0,0,0,0,0,0,0
Bladder-TCC,SP963,0.988,105,42,111,58,0,0,0,117,101,0,0,0,0,0,0,0,0
Bladder-TCC,SP1144,0.943,66,31,130,53,0,0,0,71,40,0,0,0,0,0,0,0,0
Bladder-TCC,SP1132,0.972,130,51,432,0,0,0,0,107,127,0,0,0,0,0,0,0,0
Bladder-TCC,SP1712,0.992,163,21,0,50,0,0,0,0,76,0,0,0,0,0,0,0,0
Bladder-TCC,SP1114,0.974,139,0,279,0,165,0,0,0,0,0,0,0,0,0,0,0,0
Bladder-TCC,SP1431,0.987,201,53,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0
Bladder-TCC,SP975,0.959,183,141,0,0,0,0,0,1039,0,0,0,0,0,0,0,0,0
Bladder-TCC,SP1059,0.982,165,98,302,0,282,0,0,116,142,0,0,0,0,0,0,0,0
Bladder-TCC,SP1419,0.987,185,188,0,168,0,0,0,104,138,0,0,0,0,0,0,0,0
Bladder-TCC,SP1009,0.982,133,24,109,0,182,0,0,61,0,0,0,0,0,0,0,0,0
Bladder-TCC,SP1724,0.98,69,20,92,0,83,0,0,31,0,0,0,0,0,0,0,0,0
Bladder-TCC,SP96136,0.976,128,121,143,0,0,0,0,442,147,175,0,0,0,0,0,0,0
Bladder-TCC,SP967,0.991,138,61,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0
Bladder-TCC,SP1781,0.991,387,107,0,124,0,0,0,0,204,0,0,0,0,0,0,0,0
Bladder-TCC,SP1174,0.995,487,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bladder-TCC,SP953,0.983,195,126,258,0,233,0,0,0,0,83,0,0,0,0,0,0,0
Bladder-TCC,SP1377,0.985,168,24,82,0,111,0,0,0,0,0,0,0,0,0,0,0,0
Bladder-TCC,SP1365,0.989,206,61,116,0,203,0,0,181,0,0,0,0,0,0,0,0,0
Bladder-TCC,SP1491,0.981,110,89,0,0,0,0,0,304,0,154,0,0,0,0,0,0,0
Bone-Benign,SP116536,0.909,20,12,0,0,45,0,0,0,24,0,0,0,0,0,0,0,0
Bone-Benign,SP116539,0.749,1,3,0,0,15,0,0,0,4,0,0,0,0,0,0,0,0
Bone-Benign,SP116542,0.749,5,2,0,0,14,0,0,0,10,0,0,0,0,0,0,0,0
Bone-Benign,SP116545,0.925,4,5,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0
Bone-Benign,SP116548,0.882,8,3,0,0,25,0,0,0,5,0,0,0,0,0,0,0,0
Bone-Benign,SP116550,0.568,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
Bone-Benign,SP116553,0.907,12,0,0,0,15,0,0,0,8,0,0,0,0,0,0,0,0
Bone-Benign,SP116557,0.634,0,0,0,0,2,3,0,0,1,3,0,0,0,0,0,0,0
Bone-Benign,SP116559,0.915,7,3,0,0,19,0,0,0,11,0,0,0,0,0,0,0,0
Bone-Benign,SP116562,0.897,18,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
Bone-Benign,SP116564,0.815,7,7,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0
Bone-Benign,SP116571,0.905,5,7,0,0,11,0,0,0,5,0,0,0,0,0,0,0,0
Bone-Benign,SP116393,0.596,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Bone-Benign,SP116442,0.555,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Bone-Benign,SP116446,0.68,1,1,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0
Bone-Benign,SP116448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone-Epith,SP116419,0.915,8,10,0,0,53,0,0,17,47,0,0,0,0,0,0,0,0
Bone-Epith,SP116383,0.956,74,103,0,0,0,0,0,189,140,0,0,0,0,0,0,0,0
Bone-Epith,SP116385,0.931,58,15,0,0,81,0,0,49,27,0,0,0,0,0,0,0,0
Bone-Epith,SP116440,0.878,36,13,0,0,102,0,0,30,0,0,0,0,0,0,0,0,0
Bone-Epith,SP116450,0.97,100,40,0,0,135,0,0,116,54,0,0,0,0,0,0,0,0
Bone-Epith,SP116493,0.948,28,0,0,0,37,0,0,0,20,0,0,0,0,0,0,0,0
Bone-Epith,SP116391,0.927,18,15,0,0,29,0,0,0,14,0,0,0,0,0,0,0,0
Bone-Epith,SP116401,0.891,11,0,0,0,29,0,0,18,8,0,0,0,0,0,0,0,0
Bone-Epith,SP116409,0.924,38,12,0,0,54,0,0,20,20,0,0,0,0,0,0,0,0
Bone-Epith,SP116416,0.753,4,5,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0
Bone-Epith,SP116424,0.753,4,0,0,0,16,0,0,7,7,0,0,0,0,0,0,0,0
Bone-Osteosarc,SP116515,0.888,0,8,0,0,31,0,0,25,30,0,0,0,0,0,0,0,0
Bone-Osteosarc,SP116499,0.968,18,34,0,0,0,0,0,32,75,0,0,0,0,0,0,0,0
Bone-Osteosarc,SP116505,0.991,146,64,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0
Bone-Osteosarc,SP116509,0.961,22,31,0,0,55,0,0,30,44,0,0,0,0,0,0,0,0
Bone-Osteosarc,SP116437,0.897,7,0,12,0,28,0,0,8,12,0,0,0,0,0,0,0,0
Bone-Osteosarc,SP116512,0.949,43,27,0,207,0,0,0,0,111,0,0,0,0,0,0,0,0
Bone-Osteosarc,SP116465,0.917,15,35,0,83,47,0,0,0,16,0,0,0,0,0,0,0,0
Bone-Osteosarc,SP116496,0.965,52,37,70,0,180,0,0,160,58,0,0,0,0,0,0,0,0
Bone-Osteosarc,SP116525,0.968,25,30,43,0,60,0,0,48,51,0,0,0,0,0,0,0,0
Bone-Osteosarc,SP116481,0.941,17,6,0,0,0,0,0,7,18,0,0,0,0,0,0,0,0
Bone-Osteosarc,SP116586,0.934,4,4,18,0,21,0,0,9,19,0,0,0,0,0,0,0,0
Bone-Osteosarc,SP116528,0.985,184,0,0,0,157,0,0,46,0,0,0,0,0,0,0,0,0
Bone-Osteosarc,SP116589,0.965,74,37,0,0,111,0,0,91,85,0,0,0,0,0,0,0,0
Bone-Osteosarc,SP116406,0.946,13,22,0,19,0,0,0,19,44,0,0,0,0,0,0,0,0
Bone-Osteosarc,SP116484,0.896,4,5,21,0,0,0,0,0,14,0,0,0,0,0,0,0,0
Bone-Osteosarc,SP116453,0.939,12,9,24,14,0,0,0,13,28,0,0,0,0,0,0,0,0
Bone-Osteosarc,SP116469,0.964,23,0,63,40,95,0,0,152,60,0,0,0,0,0,0,0,0
Bone-Osteosarc,SP116578,0.958,21,0,71,62,232,0,0,334,0,0,0,0,0,0,0,0,0
Bone-Osteosarc,SP116531,0.965,36,6,0,0,37,0,0,0,19,0,0,0,0,0,0,0,0
Bone-Osteosarc,SP116593,0.93,5,6,16,0,0,0,0,0,35,0,0,0,0,0,0,0,0
Bone-Osteosarc,SP116487,0.807,6,0,0,6,8,0,0,6,5,0,0,0,0,0,0,0,0
Bone-Osteosarc,SP116456,0.817,1,2,0,7,17,0,0,0,12,0,0,0,0,10,0,0,0
Bone-Osteosarc,SP116472,0.952,48,48,46,0,0,0,0,56,43,0,0,0,0,0,0,0,0
Bone-Osteosarc,SP116518,0.981,149,120,0,0,169,0,0,0,137,0,0,0,0,0,0,0,0
Bone-Osteosarc,SP116412,0.979,29,26,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0
Bone-Osteosarc,SP116534,0.926,14,17,0,0,0,0,0,27,32,0,0,0,0,0,0,0,0
Bone-Osteosarc,SP116596,0.956,26,0,59,36,75,0,0,101,101,0,0,0,0,0,0,0,0
Bone-Osteosarc,SP116490,0.965,30,37,0,0,48,0,0,0,43,0,0,0,0,0,0,0,0
Bone-Osteosarc,SP116459,0.969,35,28,0,36,0,0,0,33,69,0,0,0,0,0,0,0,0
Bone-Osteosarc,SP116475,0.973,37,22,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0
Bone-Osteosarc,SP116520,0.985,28,34,55,0,0,0,0,40,96,0,0,0,0,0,0,0,0
Bone-Osteosarc,SP116431,0.981,61,31,50,0,0,0,0,42,104,0,0,0,0,0,0,0,0
Bone-Osteosarc,SP116582,0.986,108,44,0,0,101,0,0,71,71,0,0,0,0,0,0,0,0
Bone-Osteosarc,SP116599,0.978,48,49,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0
Bone-Osteosarc,SP116478,0.973,31,34,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0
Bone-Osteosarc,SP116462,0.969,28,13,25,0,25,0,0,11,0,0,0,0,0,0,0,0,0
Bone-Osteosarc,SP116523,0.985,47,24,0,0,0,0,0,23,33,0,0,0,0,0,0,0,0
Bone-Osteosarc,SP116434,0.88,6,2,0,0,15,0,0,8,0,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP117956,0.847,17,5,0,0,72,0,0,28,6,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP117975,0.937,23,5,0,0,44,0,0,17,0,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP2149,0.989,31,36,0,0,0,207,0,255,82,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP117113,0.979,119,0,0,0,0,0,0,44,49,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP117245,0.899,25,0,0,0,85,0,0,36,14,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP117402,0.914,22,13,0,0,59,0,0,15,12,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP117136,0.943,65,18,0,0,0,38,0,0,33,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP117378,0.936,39,10,0,0,0,25,0,23,45,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP116947,0.857,35,17,0,0,0,0,0,46,59,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP117369,0.926,39,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP117244,0.969,54,11,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP117162,0.923,16,12,0,33,0,0,0,18,47,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP117079,0.898,25,0,0,37,0,0,0,32,34,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP117344,0.981,80,0,0,0,0,333,0,167,0,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP118074,0.983,187,127,0,0,0,0,0,83,86,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP117598,0.941,50,0,0,0,276,0,0,188,32,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP117312,0.958,31,10,0,46,0,0,0,13,22,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP118038,0.959,59,0,0,0,0,37,0,0,45,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP117552,0.902,27,12,0,0,0,0,0,26,29,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP118073,0.928,54,0,0,0,0,0,0,49,50,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP117933,0.899,23,8,0,0,0,16,0,16,22,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP118012,0.832,29,14,0,0,0,0,0,46,65,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP117108,0.943,49,11,0,0,0,0,0,37,29,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP117812,0.902,20,16,0,0,0,0,0,31,42,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP117354,0.942,62,28,0,0,0,45,0,55,55,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP117370,0.959,63,14,0,0,0,0,0,30,39,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP116991,0.938,47,23,0,0,0,0,0,63,41,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP117629,0.974,0,0,0,0,0,416,0,192,0,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP124199,0.948,65,29,0,0,0,0,0,47,45,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP124195,0.976,90,20,0,0,0,0,0,42,42,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP117850,0.905,30,17,0,0,0,0,0,43,37,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP117127,0.946,55,18,0,0,0,0,0,37,29,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP117614,0.921,16,12,0,0,91,0,0,26,34,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP116948,0.963,121,24,0,0,0,0,0,74,78,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP117409,0.968,52,0,0,0,0,396,0,163,118,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP117593,0.921,35,9,0,0,75,17,0,13,0,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP117372,0.911,25,14,0,0,0,0,0,34,70,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP118077,0.946,26,18,0,47,0,31,0,19,28,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP117840,0.962,88,19,0,0,0,0,0,53,43,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP117363,0.955,97,39,0,0,0,96,0,105,169,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP117887,0.979,54,0,0,0,0,556,0,294,0,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP116946,0.946,42,13,0,0,96,0,0,26,16,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP117901,0.982,34,0,0,0,0,115,0,135,82,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP117454,0.95,39,15,0,45,0,0,0,24,35,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP124197,0.978,61,0,0,0,0,527,0,282,233,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP117919,0.976,57,52,0,0,0,576,0,203,0,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP117250,0.935,50,0,0,0,0,0,0,40,65,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP117983,0.972,81,28,0,0,0,0,0,57,48,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP117676,0.876,14,6,0,33,0,0,0,12,19,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP117011,0.931,45,16,0,0,0,0,0,53,72,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP117057,0.927,27,14,0,0,0,0,0,21,38,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP117126,0.934,67,16,0,0,0,0,0,60,56,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP117728,0.97,69,12,0,0,0,0,0,45,33,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP117618,0.966,47,14,0,0,0,23,0,0,21,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP117257,0.84,21,9,0,0,0,26,0,0,35,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP116963,0.889,30,15,0,0,0,0,0,31,26,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP117078,0.958,138,30,0,0,0,75,0,0,79,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP117944,0.965,43,0,0,0,0,214,0,132,84,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP117639,0.919,84,80,0,0,0,0,0,113,114,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP117834,0.958,54,28,0,0,121,0,0,42,17,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP117105,0.951,74,35,0,0,0,0,0,66,53,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP117785,0.822,12,15,0,46,0,0,0,35,45,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP117882,0.968,39,9,0,37,0,0,0,12,11,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP117778,0.924,90,31,0,0,0,0,0,89,97,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP117032,0.915,52,12,0,0,0,32,0,32,38,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP117710,0.933,34,0,0,0,210,0,0,116,49,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP117538,0.982,74,0,0,0,0,674,0,241,142,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP124207,0.993,407,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP117800,0.948,52,24,0,0,0,0,0,43,53,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP117724,0.939,73,32,0,0,0,0,0,61,50,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP124193,0.861,18,12,0,0,0,0,0,22,30,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP2293,0.9,76,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP2357,0.981,40,51,0,0,0,191,0,121,125,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP2144,0.986,26,0,0,0,0,165,0,190,0,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP2145,0.977,62,0,0,0,0,542,0,179,0,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP2147,0.99,121,0,0,0,0,702,0,236,142,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP2146,0.983,15,0,0,0,0,144,0,113,44,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP2148,0.961,30,0,0,0,0,146,0,155,0,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP2150,0.891,33,13,0,40,0,24,0,0,31,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP2152,0.962,48,7,0,0,0,0,0,21,28,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP2349,0.924,69,61,0,0,0,0,0,101,86,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP2155,0.962,50,47,0,0,0,544,0,0,152,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP2154,0.977,53,0,0,0,0,743,0,242,183,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP2158,0.968,100,39,0,0,0,0,0,54,56,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP2156,0.901,16,4,0,28,0,0,0,27,17,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP2159,0.935,40,21,0,0,0,0,0,31,68,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP2153,0.986,308,134,0,0,0,121,0,0,146,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP2160,0.93,52,22,0,0,0,34,0,33,35,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP2151,0.925,19,8,0,0,0,16,0,21,26,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP116341,0.982,27,0,0,0,0,363,0,103,98,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP116331,0.988,205,48,0,0,0,0,0,89,86,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP116351,0.967,55,44,0,71,0,28,0,23,46,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP116371,0.966,94,0,0,238,0,0,0,119,51,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP116361,0.984,18,23,0,0,0,172,0,174,0,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP116343,0.934,107,72,0,0,0,0,0,106,121,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP116333,0.967,89,55,0,0,0,112,0,0,109,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP116373,0.975,0,33,0,0,0,283,0,183,87,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP116363,0.976,0,0,0,0,0,157,0,154,0,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP116353,0.979,357,126,0,0,0,0,0,162,217,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP116345,0.951,128,38,0,0,0,0,0,78,70,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP116365,0.992,0,0,0,0,0,268,0,404,0,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP116375,0.968,152,121,0,0,0,0,0,97,128,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP116335,0.961,41,80,0,242,0,81,0,67,0,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP116355,0.977,0,0,0,0,0,118,0,172,83,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP116347,0.925,51,13,0,0,0,0,0,42,51,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP116367,0.95,64,62,0,0,0,0,0,134,136,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP116339,0.986,196,47,0,0,0,0,0,75,82,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP116349,0.912,47,17,0,0,0,0,0,46,43,0,48,0,0,0,0,0,0
Breast-AdenoCA,SP116357,0.972,0,0,0,0,0,136,0,142,54,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP116359,0.986,31,0,0,0,0,257,0,257,87,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP116369,0.979,143,93,0,0,0,780,0,333,0,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP116377,0.949,169,80,0,0,0,0,0,140,185,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP116379,0.959,109,41,0,0,0,0,0,80,64,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP7692,0.955,231,200,0,0,0,0,0,206,215,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP5052,0.994,0,0,0,0,0,585,0,743,191,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP7785,0.987,254,77,0,0,0,526,0,204,191,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP3415,0.971,32,0,0,0,0,180,0,153,96,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP2799,0.923,60,20,0,0,0,0,0,59,57,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP9979,0.842,14,9,0,0,78,0,0,46,12,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP5393,0.953,99,116,0,187,0,0,0,96,92,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP11292,0.982,8,0,0,0,0,67,0,54,28,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP13036,0.979,322,251,0,0,0,0,0,173,215,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP7421,0.957,101,68,0,0,0,78,0,86,113,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP4875,0.965,0,61,0,0,0,441,0,462,179,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP8795,0.968,341,138,0,0,0,0,0,169,167,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP4820,0.972,113,89,0,0,0,801,0,356,0,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP4593,0.88,30,23,0,0,0,0,0,57,54,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP8085,0.955,71,54,0,93,0,0,0,51,54,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP11235,0.935,72,43,0,0,0,65,0,0,62,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP6730,0.976,217,81,0,0,0,0,0,120,95,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP10635,0.9,39,16,0,0,0,0,0,43,52,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP5381,0.877,20,10,0,35,0,13,0,14,17,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP10084,0.902,69,122,0,0,0,0,0,190,305,0,0,0,0,0,0,0,0
Breast-AdenoCA,SP9251,0.912,38,24,0,0,0,43,0,45,83,0,0,0,0,0,0,0,0
