Cancer Types, Sample Names, Accuracy, DBS1, DBS2, DBS3, DBS4, DBS5, DBS6, DBS7, DBS8, DBS9, DBS10, DBS11
Bladder-TCC,SP1003, 0.912, 0.000000, 89.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
Bladder-TCC,SP1677, 0.931, 0.000000, 28.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 63.000000
Bladder-TCC,SP1305, 0.925, 0.000000, 350.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
Bladder-TCC,SP963, 0.936, 0.000000, 27.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 66.000000
Bladder-TCC,SP1144, 0.868, 0.000000, 21.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 38.000000
Bladder-TCC,SP1132, 0.843, 0.000000, 18.000000, 0.000000, 0.000000, 0.000000, 33.000000, 0.000000, 0.000000, 0.000000, 0.000000, 27.000000
Bladder-TCC,SP1712, 0.855, 0.000000, 1.000000, 0.000000, 0.000000, 5.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 13.000000
Bladder-TCC,SP1114, 0.966, 0.000000, 58.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
Bladder-TCC,SP1431, 0.903, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 20.000000
Bladder-TCC,SP975, 0.854, 0.000000, 49.000000, 0.000000, 72.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
Bladder-TCC,SP1059, 0.956, 0.000000, 492.050000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
Bladder-TCC,SP1419, 0.749, 0.000000, 0.000000, 0.000000, 23.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 26.000000
Bladder-TCC,SP1009, 0.745, 0.000000, 12.000000, 0.000000, 29.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 25.000000
Bladder-TCC,SP1724, 0.894, 0.000000, 52.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
Bladder-TCC,SP96136, 0.923, 0.000000, 56.000000, 0.000000, 41.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 85.000000
Bladder-TCC,SP967, 0.598, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 10.000000, 0.000000, 0.000000
Bladder-TCC,SP1781, 0.921, 0.000000, 19.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 45.000000
Bladder-TCC,SP1174, 0.839, 0.000000, 9.000000, 0.000000, 24.000000, 0.000000, 32.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
Bladder-TCC,SP953, 0.942, 0.000000, 30.000000, 0.000000, 29.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 64.000000
Bladder-TCC,SP1377, 0.819, 0.000000, 14.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 19.000000
Bladder-TCC,SP1365, 0.874, 0.000000, 18.000000, 0.000000, 23.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 29.000000
Bladder-TCC,SP1491, 0.875, 0.000000, 58.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
Bone-Benign,SP116536, 0.698, 0.000000, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
Bone-Benign,SP116539, 0.793, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000
Bone-Benign,SP116545, 0.497, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
Bone-Benign,SP116548, 0.681, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
Bone-Benign,SP116550, 0.999, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
Bone-Benign,SP116553, 0.166, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
Bone-Benign,SP116559, 0.856, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
Bone-Benign,SP116562, 0.747, 0.000000, 6.600000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
Bone-Benign,SP116564, 0.059, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2.000000, 0.000000, 0.000000
Bone-Benign,SP116571, 0.681, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 6.000000
Bone-Epith,SP116419, 0.910, 0.000000, 10.000000, 0.000000, 3.000000, 0.000000, 0.000000, 9.000000, 0.000000, 0.000000, 0.000000, 0.000000
Bone-Epith,SP116383, 0.870, 0.000000, 12.000000, 0.000000, 11.000000, 0.000000, 0.000000, 17.290000, 0.000000, 0.000000, 0.000000, 11.000000
Bone-Epith,SP116385, 0.781, 0.000000, 4.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 6.000000, 0.000000, 1.000000
Bone-Epith,SP116440, 0.425, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 4.000000, 0.000000, 0.000000, 0.000000, 1.000000
Bone-Epith,SP116450, 0.941, 0.000000, 18.000000, 0.000000, 9.000000, 0.000000, 0.000000, 17.000000, 0.000000, 0.000000, 0.000000, 7.000000
Bone-Epith,SP116493, 0.184, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 3.000000, 0.000000, 0.000000
Bone-Epith,SP116391, 0.674, 0.000000, 2.000000, 0.000000, 5.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 5.000000
Bone-Epith,SP116401, 0.882, 0.000000, 1.000000, 0.000000, 4.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
Bone-Epith,SP116409, 0.693, 0.000000, 13.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
Bone-Epith,SP116416, 0.875, 0.000000, 4.000000, 0.000000, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
Bone-Epith,SP116424, 0.655, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2.000000, 0.000000, 0.000000
Bone-Osteosarc,SP116515, 0.682, 0.000000, 8.000000, 0.000000, 0.000000, 21.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
Bone-Osteosarc,SP116499, 0.831, 0.000000, 21.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
Bone-Osteosarc,SP116505, 0.607, 0.000000, 2.000000, 0.000000, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 3.000000
Bone-Osteosarc,SP116509, 0.617, 0.000000, 0.000000, 0.000000, 16.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
Bone-Osteosarc,SP116437, 0.985, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
Bone-Osteosarc,SP116512, 0.833, 0.000000, 8.000000, 0.000000, 7.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 9.000000
Bone-Osteosarc,SP116465, 0.754, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 8.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
Bone-Osteosarc,SP116496, 0.683, 0.000000, 70.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
Bone-Osteosarc,SP116525, 0.833, 0.000000, 7.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 17.000000
Bone-Osteosarc,SP116481, 0.765, 0.000000, 4.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 15.000000
Bone-Osteosarc,SP116586, 0.914, 0.000000, 14.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
Bone-Osteosarc,SP116528, 0.831, 0.000000, 11.000000, 0.000000, 16.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
Bone-Osteosarc,SP116589, 0.862, 0.000000, 19.000000, 0.000000, 0.000000, 17.000000, 25.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
Bone-Osteosarc,SP116406, 0.777, 0.000000, 10.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
Bone-Osteosarc,SP116484, 0.745, 0.000000, 6.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
Bone-Osteosarc,SP116453, 0.843, 0.000000, 10.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
Bone-Osteosarc,SP116469, 0.651, 0.000000, 48.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
Bone-Osteosarc,SP116578, 0.696, 0.000000, 49.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
Bone-Osteosarc,SP116531, 0.569, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
Bone-Osteosarc,SP116593, 0.816, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 8.000000, 0.000000, 0.000000, 0.000000, 0.000000, 6.000000
Bone-Osteosarc,SP116487, 0.661, 1.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 4.000000, 0.000000, 0.000000, 0.000000, 0.000000
Bone-Osteosarc,SP116456, 0.379, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 12.000000, 0.000000, 0.000000, 0.000000, 10.000000
Bone-Osteosarc,SP116472, 0.733, 0.000000, 33.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
Bone-Osteosarc,SP116518, 0.827, 0.000000, 36.000000, 0.000000, 46.080000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
Bone-Osteosarc,SP116412, 0.670, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
Bone-Osteosarc,SP116534, 0.728, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 6.000000
Bone-Osteosarc,SP116596, 0.798, 0.000000, 56.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
Bone-Osteosarc,SP116490, 0.641, 0.000000, 7.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 19.000000
Bone-Osteosarc,SP116459, 0.737, 0.000000, 0.000000, 0.000000, 6.000000, 0.000000, 0.000000, 9.000000, 0.000000, 0.000000, 0.000000, 12.000000
Bone-Osteosarc,SP116475, 0.686, 0.000000, 4.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 10.000000, 0.000000, 0.000000
Bone-Osteosarc,SP116520, 0.857, 0.000000, 12.000000, 0.000000, 10.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 13.000000
Bone-Osteosarc,SP116431, 0.794, 0.000000, 18.000000, 0.000000, 0.000000, 21.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
Bone-Osteosarc,SP116582, 0.892, 0.000000, 11.000000, 0.000000, 9.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 12.000000
Bone-Osteosarc,SP116599, 0.703, 0.000000, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 5.000000
Bone-Osteosarc,SP116478, 0.792, 0.000000, 0.000000, 0.000000, 6.000000, 0.000000, 6.000000, 0.000000, 0.000000, 0.000000, 0.000000, 8.000000
Bone-Osteosarc,SP116462, 0.743, 0.000000, 4.000000, 0.000000, 0.000000, 4.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
Bone-Osteosarc,SP116523, 0.711, 0.000000, 3.000000, 0.000000, 4.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 6.000000
Breast-AdenoCA,SP117956, 0.876, 0.000000, 6.000000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2.000000
Breast-AdenoCA,SP117975, 0.542, 0.000000, 4.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
Breast-AdenoCA,SP2149, 0.919, 0.000000, 23.000000, 0.000000, 12.000000, 0.000000, 14.000000, 0.000000, 0.000000, 24.000000, 0.000000, 0.000000
Breast-AdenoCA,SP117113, 0.809, 0.000000, 4.000000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
Breast-AdenoCA,SP117245, 0.781, 0.000000, 1.000000, 0.000000, 4.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 6.000000
Breast-AdenoCA,SP117402, 0.582, 0.000000, 2.000000, 0.000000, 0.000000, 0.000000, 3.000000, 0.000000, 0.000000, 8.000000, 0.000000, 0.000000
Breast-AdenoCA,SP117136, 0.850, 0.000000, 3.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
Breast-AdenoCA,SP117378, 0.651, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2.000000, 0.000000, 0.000000
Breast-AdenoCA,SP116947, 0.449, 0.000000, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 3.000000, 0.000000, 1.000000
Breast-AdenoCA,SP117369, 0.932, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 63.000000
Breast-AdenoCA,SP117244, 0.705, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
Breast-AdenoCA,SP117162, 0.710, 0.000000, 4.000000, 0.000000, 9.000000, 0.000000, 9.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
Breast-AdenoCA,SP117079, 0.212, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2.000000
Breast-AdenoCA,SP117344, 0.837, 0.000000, 11.000000, 0.000000, 9.000000, 0.000000, 12.000000, 0.000000, 0.000000, 18.000000, 0.000000, 0.000000
Breast-AdenoCA,SP118074, 0.807, 0.000000, 5.000000, 0.000000, 7.000000, 0.000000, 0.000000, 0.000000, 0.000000, 15.000000, 0.000000, 0.000000
Breast-AdenoCA,SP117598, 0.770, 0.000000, 7.000000, 0.000000, 11.000000, 0.000000, 0.000000, 0.000000, 0.000000, 13.000000, 0.000000, 9.000000
Breast-AdenoCA,SP117312, 0.699, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 1.000000, 0.000000, 0.000000, 3.000000, 0.000000, 0.000000
Breast-AdenoCA,SP118038, 0.870, 0.000000, 5.000000, 0.000000, 9.000000, 0.000000, 5.000000, 0.000000, 0.000000, 5.000000, 0.000000, 3.000000
Breast-AdenoCA,SP117552, 0.243, 0.000000, 0.000000, 0.000000, 5.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
Breast-AdenoCA,SP118073, 0.525, 0.000000, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 4.000000, 0.000000, 0.000000, 0.000000
Breast-AdenoCA,SP117933, 0.524, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
Breast-AdenoCA,SP118012, 0.521, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 2.000000, 3.000000, 0.000000, 0.000000, 0.000000, 1.000000
Breast-AdenoCA,SP117108, 0.977, 0.000000, 0.000000, 0.000000, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
Breast-AdenoCA,SP117812, 0.765, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 5.000000
Breast-AdenoCA,SP117354, 0.345, 0.000000, 2.000000, 0.000000, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000, 11.000000, 0.000000, 4.000000
Breast-AdenoCA,SP117370, 0.793, 0.000000, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
Breast-AdenoCA,SP116991, 0.651, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000
Breast-AdenoCA,SP117629, 0.913, 0.000000, 29.000000, 0.000000, 20.000000, 0.000000, 20.000000, 0.000000, 0.000000, 0.000000, 0.000000, 20.000000
Breast-AdenoCA,SP124199, 0.674, 0.000000, 0.000000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 3.000000
Breast-AdenoCA,SP124195, 0.062, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
Breast-AdenoCA,SP117850, 0.740, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2.000000
Breast-AdenoCA,SP117127, 0.401, 0.000000, 3.000000, 0.000000, 4.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
Breast-AdenoCA,SP117614, 0.958, 0.000000, 25.000000, 0.000000, 9.000000, 0.000000, 19.000000, 0.000000, 0.000000, 14.000000, 0.000000, 0.000000
Breast-AdenoCA,SP116948, 0.720, 0.000000, 0.000000, 0.000000, 10.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
Breast-AdenoCA,SP117409, 0.964, 0.000000, 40.000000, 0.000000, 34.000000, 0.000000, 20.000000, 0.000000, 0.000000, 21.000000, 0.000000, 0.000000
Breast-AdenoCA,SP117593, 0.386, 0.000000, 0.000000, 0.000000, 4.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
Breast-AdenoCA,SP117372, 0.764, 0.000000, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 6.000000, 0.000000, 13.000000
Breast-AdenoCA,SP118077, 0.432, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 3.000000, 0.000000, 3.000000
Breast-AdenoCA,SP117840, 0.374, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 3.000000, 0.000000, 0.000000
Breast-AdenoCA,SP117363, 0.898, 0.000000, 13.000000, 0.000000, 8.000000, 0.000000, 0.000000, 0.000000, 0.000000, 13.000000, 0.000000, 0.000000
Breast-AdenoCA,SP117887, 0.898, 0.000000, 15.000000, 0.000000, 28.000000, 0.000000, 15.000000, 0.000000, 0.000000, 30.000000, 0.000000, 0.000000
Breast-AdenoCA,SP116946, 0.667, 0.000000, 0.000000, 0.000000, 4.000000, 0.000000, 0.000000, 0.000000, 0.000000, 6.000000, 0.000000, 0.000000
Breast-AdenoCA,SP117901, 0.939, 0.000000, 18.000000, 0.000000, 7.000000, 0.000000, 0.000000, 0.000000, 0.000000, 10.000000, 0.000000, 5.000000
Breast-AdenoCA,SP117454, 0.521, 0.000000, 0.000000, 0.000000, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 3.000000
